order_id,distance_to_hyperplane,predicted_label,actual_label,prediction_probability,is_false_positive,is_false_negative,error_type
9296,3.4658283992835734,1,0,0.9947534014421066,True,False,false_positive
11991,2.0661002179772865,1,0,0.957056303510266,True,False,false_positive
36307,1.5832446928774786,1,0,0.9141857851280697,True,False,false_positive
23179,0.06210772246060259,1,0,0.5090904092028817,True,False,false_positive
36269,0.8826001315272194,1,0,0.7844918133377903,True,False,false_positive
19477,0.5871079371813508,1,0,0.6984114615004392,True,False,false_positive
21941,1.290657673488873,1,0,0.871878688257344,True,False,false_positive
34820,0.5870816150387199,1,0,0.6984029771716075,True,False,false_positive
33597,0.28753050602576735,1,0,0.5948912799060027,True,False,false_positive
12782,1.7608750851761314,1,0,0.9332356828174196,True,False,false_positive
19959,0.9549029748206905,1,0,0.8026274848837018,True,False,false_positive
31914,2.331478237519157,1,0,0.9709605083938387,True,False,false_positive
18441,0.1280617302634468,1,0,0.5342806607880823,True,False,false_positive
22510,1.510213368968202,1,0,0.905001893742567,True,False,false_positive
12377,1.410632851671231,1,0,0.8910560334664488,True,False,false_positive
16935,0.5299509783420078,1,0,0.6796753005965208,True,False,false_positive
24500,1.4638535652153948,1,0,0.8987212516486395,True,False,false_positive
775,1.4330168235593916,1,0,0.8943405541449212,True,False,false_positive
19830,1.6344035450798273,1,0,0.920129642982412,True,False,false_positive
35905,0.563029401393031,1,0,0.6905941263022353,True,False,false_positive
20979,0.6207288773176245,1,0,0.7091365180389156,True,False,false_positive
34129,1.1205801743425425,1,0,0.83980878511034,True,False,false_positive
34425,0.1266093124065506,1,0,0.5337268461881732,True,False,false_positive
36780,0.8679770076585029,1,0,0.7806815879511235,True,False,false_positive
20470,0.910284030023,1,0,0.7915740230573829,True,False,false_positive
20479,0.13879253848923412,1,0,0.5383709198409007,True,False,false_positive
26493,1.0193906425870765,1,0,0.8178183068449376,True,False,false_positive
22139,0.7615494347526166,1,0,0.7515146736977588,True,False,false_positive
34810,0.4483193319741119,1,0,0.6518914019438314,True,False,false_positive
35738,1.4425898492069322,1,0,0.8957182220514128,True,False,false_positive
12093,0.19215812668441146,1,0,0.5586758927804698,True,False,false_positive
9201,0.22434010997546494,1,0,0.5708980941351175,True,False,false_positive
24192,0.09045207012194822,1,0,0.5199255493456598,True,False,false_positive
35990,1.1715831050319352,1,0,0.8500558251812542,True,False,false_positive
26390,0.18226102407707145,1,0,0.5549143233541127,True,False,false_positive
17992,0.05856762018569128,1,0,0.5077364617939563,True,False,false_positive
33014,0.4261645242824059,1,0,0.6479779866443551,True,False,false_positive
39775,0.12548003586652356,1,0,0.5332962148332892,True,False,false_positive
32167,0.4182848472792884,1,0,0.6449297499373992,True,False,false_positive
39339,0.28006122958290547,1,0,0.5920531793666378,True,False,false_positive
25997,0.7600544578456763,1,0,0.7510871212239133,True,False,false_positive
19919,0.14477721753041095,1,0,0.5406509825821844,True,False,false_positive
36969,0.5473026185871319,1,0,0.6854284108634459,True,False,false_positive
22673,2.0843011625521584,1,0,0.9581851552898393,True,False,false_positive
21935,0.6654810950858163,1,0,0.7230574757595689,True,False,false_positive
1737,0.027906536360838174,1,0,0.5,True,False,false_positive
18147,0.36123144500940185,1,0,0.6229875117636722,True,False,false_positive
36305,0.3510439774031724,1,0,0.6190902891371021,True,False,false_positive
15964,0.26458181576744977,1,0,0.5861742482830197,True,False,false_positive
37245,0.9511158325223832,1,0,0.8017065857700376,True,False,false_positive
14983,2.0396187969182407,1,0,0.9553618187814059,True,False,false_positive
11971,0.016673497205921706,1,0,0.4917107876974091,True,False,false_positive
26955,0.4588939281243185,1,0,0.6555544204488506,True,False,false_positive
33639,0.0038658114587164505,1,0,0.48681356328058456,True,False,false_positive
22736,0.35918611197299555,1,0,0.6222046283259891,True,False,false_positive
11913,0.0789769504973421,1,0,0.5155403384126956,True,False,false_positive
11984,0.14859769400870704,1,0,0.5421061047384894,True,False,false_positive
26638,1.0709466521191402,1,0,0.8293014763674137,True,False,false_positive
15393,0.16898592672919932,1,0,0.5498661450712422,True,False,false_positive
31911,0.7846128139478807,1,0,0.7580484099277974,True,False,false_positive
12200,1.016330993718519,1,0,0.8171184288065044,True,False,false_positive
35726,1.008450277845121,1,0,0.8153062207486784,True,False,false_positive
31922,0.1872101953918488,1,0,0.5567955471065921,True,False,false_positive
7966,0.48668127527428595,1,0,0.6650913672810702,True,False,false_positive
33125,0.37994979219484293,1,0,0.6301633123604612,True,False,false_positive
20005,3.6012962694320194,1,0,0.9957314580347556,True,False,false_positive
26167,1.4484538124188688,1,0,0.8965542004763417,True,False,false_positive
25050,1.1818898099703787,1,0,0.8520598311056952,True,False,false_positive
39933,1.3256200065578483,1,0,0.8777485129473647,True,False,false_positive
25917,0.06253059203127265,1,0,0.5092521322752461,True,False,false_positive
21964,1.4609297614526824,1,0,0.8983129575161692,True,False,false_positive
20498,0.77956989378972,1,0,0.7566297801023956,True,False,false_positive
12180,0.03068252873911348,1,0,0.5,True,False,false_positive
15391,0.5726648283849656,1,0,0.6937357947580447,True,False,false_positive
16646,0.8790243776484559,1,0,0.7835645312019364,True,False,false_positive
38391,0.6200369048833991,1,0,0.7089180558304912,True,False,false_positive
9291,2.4225922601633485,1,0,0.9746412072517572,True,False,false_positive
19838,0.1362467067700024,1,0,0.5374007583794035,True,False,false_positive
19137,0.10273174638137306,1,0,0.5246156811119974,True,False,false_positive
