instance_name,order_id,bsp_size,bsp_variant,bsp_seed,geom_id,item_count
BSP_1000_E6_0.xml,0,1000,E6,0,0,1
BSP_1000_E6_0.xml,1,1000,E6,0,1,1
BSP_1000_E6_0.xml,2,1000,E6,0,2,1
BSP_1000_E6_0.xml,3,1000,E6,0,3,1
BSP_1000_E6_0.xml,4,1000,E6,0,4,1
BSP_1000_E6_0.xml,5,1000,E6,0,5,1
BSP_1000_E6_0.xml,6,1000,E6,0,6,1
BSP_1000_E6_0.xml,7,1000,E6,0,7,1
BSP_1000_E6_0.xml,8,1000,E6,0,8,1
BSP_1000_E6_0.xml,9,1000,E6,0,9,1
BSP_1000_E6_0.xml,10,1000,E6,0,10,1
BSP_1000_E6_0.xml,11,1000,E6,0,11,1
BSP_1000_E6_0.xml,12,1000,E6,0,12,1
BSP_1000_E6_0.xml,13,1000,E6,0,13,1
BSP_1000_E6_0.xml,14,1000,E6,0,14,1
BSP_1000_E6_0.xml,15,1000,E6,0,15,1
BSP_1000_E6_0.xml,16,1000,E6,0,16,1
BSP_1000_E6_0.xml,17,1000,E6,0,17,1
BSP_1000_E6_0.xml,18,1000,E6,0,18,1
BSP_1000_E6_0.xml,19,1000,E6,0,19,1
BSP_1000_E6_0.xml,20,1000,E6,0,20,1
BSP_1000_E6_0.xml,21,1000,E6,0,21,1
BSP_1000_E6_0.xml,22,1000,E6,0,22,1
BSP_1000_E6_0.xml,23,1000,E6,0,23,1
BSP_1000_E6_0.xml,24,1000,E6,0,24,1
BSP_1000_E6_0.xml,25,1000,E6,0,25,1
BSP_1000_E6_0.xml,26,1000,E6,0,26,1
BSP_1000_E6_0.xml,27,1000,E6,0,27,1
BSP_1000_E6_0.xml,28,1000,E6,0,28,1
BSP_1000_E6_0.xml,29,1000,E6,0,29,1
BSP_1000_E6_0.xml,30,1000,E6,0,30,1
BSP_1000_E6_0.xml,31,1000,E6,0,31,1
BSP_1000_E6_0.xml,32,1000,E6,0,32,1
BSP_1000_E6_0.xml,33,1000,E6,0,33,1
BSP_1000_E6_0.xml,34,1000,E6,0,34,1
BSP_1000_E6_0.xml,35,1000,E6,0,35,1
BSP_1000_E6_0.xml,36,1000,E6,0,36,1
BSP_1000_E6_0.xml,37,1000,E6,0,37,1
BSP_1000_E6_0.xml,38,1000,E6,0,38,1
BSP_1000_E6_0.xml,39,1000,E6,0,39,1
BSP_1000_E6_0.xml,40,1000,E6,0,40,1
BSP_1000_E6_0.xml,41,1000,E6,0,41,1
BSP_1000_E6_0.xml,42,1000,E6,0,42,1
BSP_1000_E6_0.xml,43,1000,E6,0,43,1
BSP_1000_E6_0.xml,44,1000,E6,0,44,1
BSP_1000_E6_0.xml,45,1000,E6,0,0,1
BSP_1000_E6_0.xml,46,1000,E6,0,45,1
BSP_1000_E6_0.xml,47,1000,E6,0,46,1
BSP_1000_E6_0.xml,48,1000,E6,0,47,1
BSP_1000_E6_0.xml,49,1000,E6,0,48,1
BSP_1000_E6_0.xml,50,1000,E6,0,49,1
BSP_1000_E6_0.xml,51,1000,E6,0,50,1
BSP_1000_E6_0.xml,52,1000,E6,0,51,1
BSP_1000_E6_0.xml,53,1000,E6,0,52,1
BSP_1000_E6_0.xml,54,1000,E6,0,53,1
BSP_1000_E6_0.xml,55,1000,E6,0,54,1
BSP_1000_E6_0.xml,56,1000,E6,0,55,1
BSP_1000_E6_0.xml,57,1000,E6,0,56,1
BSP_1000_E6_0.xml,58,1000,E6,0,57,1
BSP_1000_E6_0.xml,59,1000,E6,0,58,1
BSP_1000_E6_0.xml,60,1000,E6,0,59,1
BSP_1000_E6_0.xml,61,1000,E6,0,60,1
BSP_1000_E6_0.xml,62,1000,E6,0,61,1
BSP_1000_E6_0.xml,63,1000,E6,0,62,1
BSP_1000_E6_0.xml,64,1000,E6,0,63,1
BSP_1000_E6_0.xml,65,1000,E6,0,64,1
BSP_1000_E6_0.xml,66,1000,E6,0,65,1
BSP_1000_E6_0.xml,67,1000,E6,0,66,1
BSP_1000_E6_0.xml,68,1000,E6,0,67,1
BSP_1000_E6_0.xml,69,1000,E6,0,68,1
BSP_1000_E6_0.xml,70,1000,E6,0,69,1
BSP_1000_E6_0.xml,71,1000,E6,0,70,1
BSP_1000_E6_0.xml,72,1000,E6,0,71,1
BSP_1000_E6_0.xml,73,1000,E6,0,72,1
BSP_1000_E6_0.xml,74,1000,E6,0,73,1
BSP_1000_E6_0.xml,75,1000,E6,0,74,1
BSP_1000_E6_0.xml,76,1000,E6,0,75,1
BSP_1000_E6_0.xml,77,1000,E6,0,76,1
BSP_1000_E6_0.xml,78,1000,E6,0,77,1
BSP_1000_E6_0.xml,79,1000,E6,0,78,1
BSP_1000_E6_0.xml,80,1000,E6,0,79,1
BSP_1000_E6_0.xml,81,1000,E6,0,80,1
BSP_1000_E6_0.xml,82,1000,E6,0,81,1
BSP_1000_E6_0.xml,83,1000,E6,0,82,1
BSP_1000_E6_0.xml,84,1000,E6,0,83,1
BSP_1000_E6_0.xml,85,1000,E6,0,84,1
BSP_1000_E6_0.xml,86,1000,E6,0,85,1
BSP_1000_E6_0.xml,87,1000,E6,0,86,1
BSP_1000_E6_0.xml,88,1000,E6,0,87,1
BSP_1000_E6_0.xml,89,1000,E6,0,88,1
BSP_1000_E6_0.xml,90,1000,E6,0,89,1
BSP_1000_E6_0.xml,91,1000,E6,0,90,1
BSP_1000_E6_0.xml,92,1000,E6,0,91,1
BSP_1000_E6_0.xml,93,1000,E6,0,92,1
BSP_1000_E6_0.xml,94,1000,E6,0,93,1
BSP_1000_E6_0.xml,95,1000,E6,0,94,1
BSP_1000_E6_0.xml,96,1000,E6,0,95,1
BSP_1000_E6_0.xml,97,1000,E6,0,96,1
BSP_1000_E6_0.xml,98,1000,E6,0,97,1
BSP_1000_E6_0.xml,99,1000,E6,0,98,1
BSP_1000_E6_0.xml,100,1000,E6,0,99,1
BSP_1000_E6_0.xml,101,1000,E6,0,100,1
BSP_1000_E6_0.xml,102,1000,E6,0,101,1
BSP_1000_E6_0.xml,103,1000,E6,0,102,1
BSP_1000_E6_0.xml,104,1000,E6,0,103,1
BSP_1000_E6_0.xml,105,1000,E6,0,65,1
BSP_1000_E6_0.xml,106,1000,E6,0,104,1
BSP_1000_E6_0.xml,107,1000,E6,0,105,1
BSP_1000_E6_0.xml,108,1000,E6,0,106,1
BSP_1000_E6_0.xml,109,1000,E6,0,107,1
BSP_1000_E6_0.xml,110,1000,E6,0,108,1
BSP_1000_E6_0.xml,111,1000,E6,0,109,1
BSP_1000_E6_0.xml,112,1000,E6,0,110,1
BSP_1000_E6_0.xml,113,1000,E6,0,111,1
BSP_1000_E6_0.xml,114,1000,E6,0,112,1
BSP_1000_E6_0.xml,115,1000,E6,0,113,1
BSP_1000_E6_0.xml,116,1000,E6,0,114,1
BSP_1000_E6_0.xml,117,1000,E6,0,115,1
BSP_1000_E6_0.xml,118,1000,E6,0,116,1
BSP_1000_E6_0.xml,119,1000,E6,0,117,1
BSP_1000_E6_0.xml,120,1000,E6,0,118,1
BSP_1000_E6_0.xml,121,1000,E6,0,119,1
BSP_1000_E6_0.xml,122,1000,E6,0,120,1
BSP_1000_E6_0.xml,123,1000,E6,0,121,1
BSP_1000_E6_0.xml,124,1000,E6,0,122,1
BSP_1000_E6_0.xml,125,1000,E6,0,123,1
BSP_1000_E6_0.xml,126,1000,E6,0,124,1
BSP_1000_E6_0.xml,127,1000,E6,0,125,1
